school.instructional_expenditure_per_fte,X2013.student.demographics.race_ethnicity.black,school.tuition_revenue_per_fte,id,X2013.student.share_firstgeneration,school.minority_serving.annh,X2013.cost.tuition.program_year,X2013.cost.attendance.program_year,X2013.aid.pell_grant_rate,school.minority_serving.historically_black,school.minority_serving.nant,X2013.student.demographics.race_ethnicity.two_or_more,X2013.student.demographics.race_ethnicity.white,X2013.student.size,X2013.student.demographics.race_ethnicity.hispanic,X2013.student.demographics.race_ethnicity.non_resident_alien,X2013.student.demographics.race_ethnicity.unknown,school.minority_serving.predominantly_black,school.under_investigation,school.minority_serving.hispanic,school.minority_serving.aanipi,X2013.student.demographics.race_ethnicity.aian,school.minority_serving.tribal,X2013.student.demographics.race_ethnicity.asian,school.name,X2013.student.demographics.race_ethnicity.nhpi,X2013.admissions.admission_rate.overall,X2013.admissions.sat_scores.average.overall,X2013.student.enrollment.all,X2013.student.demographics.race_ethnicity.white_non_hispanic,X2013.student.demographics.race_ethnicity.black_non_hispanic,X2013.student.demographics.race_ethnicity.asian_pacific_islander,X2013.cost.attendance.academic_year,X2013.cost.tuition.in_state,X2013.cost.tuition.out_of_state,year
3132,0.2,9248,169761,0.582324455,0,NA,NA,0.6909,0,0,0.0414,0.6345,145,0.1034,0,0,0,0,0,0,0.0138,0,0.0069,Dorsey Business Schools-Southgate,0,NA,NA,NA,NA,NA,NA,28379,17568,17568,2013
8307,0.2088,9158,169798,0.38035007,0,NA,NA,0.447,0,0,0.0303,0.6461,18543,0.0363,0.0209,0.0315,0,0,0,0,0.003,0,0.0225,Eastern Michigan University,6.00E-04,0.6398,1011,NA,NA,NA,NA,18905,9364,24909,2013
14386,0.0674,15767,171100,0.235113252,0,NA,NA,0.2387,0,0,0.024,0.6967,37622,0.036,0.1202,0.0107,0,0,0,0,0.0022,0,0.0423,Michigan State University,6.00E-04,0.6865,1158,NA,NA,NA,NA,23740,12862,33750,2013
4525,0.055,2212,169974,0.556732224,0,NA,NA,0.4685,0,0,0,0.8322,709,0.0606,0.0014,0.0324,0,0,0,0,0.0056,0,0.0127,Glen Oaks Community College,0,NA,NA,NA,NA,NA,NA,10394,2964,5124,2013
11438,0.0335,20318,169983,0.216354344,0,NA,NA,0.2523,0,0,0.0268,0.7756,1640,0.0335,0.0402,0.0549,0,0,0,0,0.0024,0,0.0323,Kettering University,6.00E-04,0.6159,1198,NA,NA,NA,NA,49303,35600,35600,2013
7620,0.1178,9811,171146,0.394223827,0,NA,NA,0.4522,0,0,0.0283,0.6843,6746,0.0382,0.0605,0.0462,0,0,0,0,0.0077,0,0.0159,University of Michigan-Flint,0.001,0.7809,993,NA,NA,NA,NA,16731,9356,18238,2013
1505,0.4456,7928,172325,0.404901961,0,NA,NA,0.3772,0,0,0.005,0.5092,597,0.0201,0,0.0151,0,0,0,0,0.0034,0,0.0017,Specs Howard School of Media Arts,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
6679,0.1283,10534,172334,0.390344828,0,NA,NA,0.449,0,0,0.0206,0.749,2860,0.029,0.0091,0.0483,0,0,0,0,0.0059,0,0.008,Spring Arbor University,0.0017,0.6505,1069,NA,NA,NA,NA,32709,23400,23400,2013
7809,0.0462,14332,172440,0.373737374,0,NA,NA,0.6462,0,0,0.0201,0.7289,498,0.0442,0.0582,0.0723,0,0,0,0,0.008,0,0.0141,Finlandia University,0.008,0.5883,930,NA,NA,NA,NA,29377,20480,20480,2013
10992,NA,21798,172477,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,Thomas M Cooley Law Schoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
2015,0.0811,5780,172495,0.535836178,0,15300,17013,0.652,0,0,0.018,0.7838,111,0.0991,0,0,0,0,0,0,0.018,0,0,Twin City Beauty College,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
4345,0.0434,13460,172608,0.477751756,0,NA,NA,0.4181,0,0,0.0103,0.8449,967,0.0248,0.0238,0.0103,0,0,0,0,0.001,0,0.0414,Walsh College of Accountancy and Business Administration,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
3325,0,8878,170736,0.494949495,0,8600,7239,0.4275,0,0,0,0.8902,82,0.0366,0,0,0,0,0,0,0.061,0,0.0122,M J Murphy Beauty College of Mount Pleasant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
4362,0.1126,2785,170790,0.519075605,0,NA,NA,0.2298,0,0,0.0119,0.6928,13619,0.022,0.0184,0.1025,0,0,0,0,0.0057,0,0.033,Macomb Community College,0.001,NA,NA,NA,NA,NA,NA,10964,2859,5556,2013
4535,0.2895,11650,169576,0.56122449,0,26400,NA,0.7273,0,0,0,0.6447,76,0.0658,0,0,0,0,0,0,0,0,0,Detroit Business Institute-Downriver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
8504,0.732,8747,170842,0.493333333,0,NA,NA,0.7044,0,0,0.0317,0.1422,1041,0.0298,0.0077,0.05,0,0,0,0,0.0019,0,0.0048,Marygrove College,0,0.9378,780,NA,NA,NA,NA,25733,19850,19850,2013
4929,0.1535,11289,169655,0.446945338,0,NA,NA,0.7273,0,0,0.0277,0.6652,469,0.0746,0,0.064,0,0,0,0,0.0043,0,0.0085,MIAT College of Technology,0.0021,0.9593,NA,NA,NA,NA,NA,16919,14428,14428,2013
22051,0.0436,20769,170976,0.179659875,0,NA,NA,0.157,0,0,0.031,0.6272,28077,0.0412,0.0667,0.0661,0,0,0,0,0.0016,0,0.1222,University of Michigan-Ann Arbor,4.00E-04,0.3326,1352,NA,NA,NA,NA,25760,13142,40392,2013
3598,0.3645,10625,169734,0.582324455,0,NA,NA,0.7479,0,0,0.0493,0.4828,203,0.0345,0.0049,0.0148,0,0,0,0,0.0049,0,0.0443,Dorsey Business Schools-Madison Heights,0,NA,NA,NA,NA,NA,NA,30517,17568,17568,2013
1485,0.1192,5132,171988,0.567636986,0,15680,22731,0.5514,0,0,0.0132,0.7748,151,0.0728,0,0,0,0,0,0,0,0,0.0199,Ross Medical Education Center-Lansing,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
1164,0.4037,5091,171997,0.561588331,0,15680,21516,0.547,0,0,0.0111,0.5481,270,0.0222,0,0,0,0,0,0,0,0,0.0148,Ross Medical Education Center-Madison Heights,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
1067,0.4137,4726,172015,0.523950617,0,15680,22636,0.5808,0,0,0.0261,0.5212,307,0.0358,0,0,0,0,0,0,0.0033,0,0,Ross Medical Education Center-Flint,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
12647,0.026,14186,172033,0,0,NA,NA,0.1288,0,0,0.0065,0.7208,154,0.0455,0.0714,0.1234,0,0,0,0,0,0,0.0065,Sacred Heart Major Seminary,0,1,NA,NA,NA,NA,NA,NA,17000,17000,2013
5261,0.1247,9187,172264,0.481433225,0,NA,NA,0.4343,0,0,0.0202,0.7609,2325,0.0512,0.0022,0.0172,0,0,0,0,0.0077,0,0.0138,Siena Heights University,0.0022,0.6765,990,NA,NA,NA,NA,31980,21890,21890,2013
5575,0.1174,4107,172307,0.485455721,0,NA,NA,0.5328,0,0,0.0591,0.7272,2419,0.0467,0.0037,0.031,0,0,0,0,0.0083,0,0.0066,Southwestern Michigan College,0,NA,NA,NA,NA,NA,NA,13118,4689,6068,2013
6129,0.1117,7793,172051,0.396860369,0,NA,NA,0.4075,0,0,0.0138,0.725,8687,0.0343,0.0445,0.0591,0,0,0,0,0.0039,0,0.0071,Saginaw Valley State University,6.00E-04,0.7865,990,NA,NA,NA,NA,17876,8423,19776,2013
3649,0.1672,2111,172200,0.492985002,0,NA,NA,0.3788,0,0,0.0188,0.646,9535,0.0354,0.0101,0.0829,0,0,0,0,0.007,0,0.0303,Schoolcraft College,0.0023,NA,NA,NA,NA,NA,NA,8550,3140,6290,2013
5464,0.0354,3262,172291,0.495854922,0,NA,NA,0.3998,0,0,0.0117,0.8707,3588,0.039,0.0025,0.0273,0,0,0,0,0.0098,0,0.0028,St Clair County Community College,8.00E-04,NA,NA,NA,NA,NA,NA,10118,3437,8893,2013
4212,0.2963,1683,171535,0.489903569,0,NA,NA,0.3635,0,0,0.0233,0.5515,15304,0.031,0.0369,0.0315,0,0,0,0,0.0048,0,0.0234,Oakland Community College,0.0013,NA,NA,NA,NA,NA,NA,10055,2397,5961,2013
5069,0.1033,12367,171599,0.376296296,0,NA,NA,0.457,0,0,0.0236,0.7982,1016,0.0561,0.0039,0.001,0,0,0,0,0.0069,0,0.0049,Olivet College,0.002,0.5148,927,NA,NA,NA,NA,31515,23021,23021,2013
1459,0.3293,3294,171775,0.462686567,0,14825,12358,0.4956,0,0,0.0244,0.561,82,0.0366,0,0,0,0,0,0,0,0,0.0488,Port Huron Cosmetology College,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
9926,0.0424,12964,171881,0,0,NA,NA,0.5949,0,0,0.0353,0.7809,283,0.0283,0.0141,0.0601,0,0,0,0,0.0071,0,0.0318,Kuyper College,0,0.6842,1008,NA,NA,NA,NA,26213,18454,18454,2013
5069,0.7976,9552,171322,0.560365456,0,17506,27422,0.8088,0,0,0.0289,0.1276,1003,0.016,0,0.016,0,0,0,0,0.002,0,0.011,Everest Institute-Southfield,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
4879,0.0081,2368,171395,0.484593838,0,NA,NA,0.6025,0,0,0.0191,0.8204,2466,0.0191,4.00E-04,0.0775,0,0,0,0,0.0495,0,0.0041,North Central Michigan College,0.002,NA,NA,NA,NA,NA,NA,6204,3083,6038,2013
6506,0.0237,7488,171456,0.336500839,0,NA,NA,0.3848,0,0,0.0188,0.8529,7959,0.0281,0.0094,0.0407,0,0,0,0,0.02,0,0.0055,Northern Michigan University,8.00E-04,0.7313,1030,NA,NA,NA,NA,18466,9037,14113,2013
6634,0.0257,5417,171483,0.441395349,0,NA,NA,0.4131,0,0,0.0217,0.863,4241,0.0116,0.0047,0.0472,0,0,0,0,0.0054,0,0.02,Northwestern Michigan College,7.00E-04,NA,NA,NA,NA,NA,NA,12840,2724,6436,2013
5977,0.1014,11712,171492,0.41430131,0,NA,NA,0.3353,0,0,0.0127,0.6952,2920,0.0455,0.0284,0.1007,0,0,0,0,0.0031,0,0.0079,Northwood University-Michigan,0.0051,0.6538,1029,NA,NA,NA,NA,32803,22130,22130,2013
7091,0.1002,13466,168528,0.350593312,0,NA,NA,0.4368,0,0,0.0384,0.7605,1616,0.0217,6.00E-04,0.0687,0,0,0,0,0.0037,0,0.0056,Adrian College,6.00E-04,0.5628,1007,NA,NA,NA,NA,40199,30758,30758,2013
11574,0.0343,15567,168546,0.231357553,0,NA,NA,0.2366,0,0,0.0288,0.8178,1284,0.0335,0.0304,0.0358,0,0,0,0,0.0031,0,0.0156,Albion College,8.00E-04,0.5639,1143,NA,NA,NA,NA,45690,36051,36051,2013
3711,0,4071,168555,0,0,11200,9483,0.4096,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,Hillsdale Beauty College,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
8696,0.0744,9574,169910,0.370512207,0,NA,NA,0.4123,0,0,0.0272,0.7919,12646,0.0342,0.0214,0.0301,0,0,0,0,0.0062,0,0.0141,Ferris State University,5.00E-04,0.759,1010,NA,NA,NA,NA,21498,10466,16722,2013
1633,0.6786,1233,169947,0.578947368,0,6800,8914,0.8242,0,0,0,0.1964,56,0.125,0,0,0,0,0,0,0,0,0,Flint Institute of Barbering Inc,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,2013
11415,0.013,12730,171128,0.230443975,0,NA,NA,0.267,0,0,0.0217,0.8445,5536,0.0204,0.0569,0.0296,0,0,0,0,0.0054,0,0.0079,Michigan Technological University,5.00E-04,0.7659,1206,NA,NA,NA,NA,24724,13728,28608,2013
9628,0.1066,10945,171137,0.395081967,0,NA,NA,0.4298,0,0,0.0289,0.7047,6793,0.0502,0.0128,0.0303,0,0,0,0,0.0041,0,0.0617,University of Michigan-Dearborn,7.00E-04,0.6284,1125,NA,NA,NA,NA,15831,10614,23124,2013
5341,0.0105,2434,169992,0.415915916,0,NA,NA,0.5462,0,0,0,0.885,948,0.0053,0.0011,0.0517,0,0,0,0,0.039,0,0.0074,Gogebic Community College,0,NA,NA,NA,NA,NA,NA,12540,4114,6253,2013
7570,0.0827,9411,171571,0.364072677,0,NA,NA,0.2034,0,0,0.0243,0.7663,16113,0.0276,0.0111,0.0416,0,0,0,0,0.0033,0,0.0419,Oakland University,0.0012,0.66,1070,NA,NA,NA,NA,19198,10613,23873,2013
13811,NA,4305,169099,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,Calvin Theological Seminary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
5214,0.1701,9070,169187,0.507109005,0,NA,NA,0.5376,0,0,0,0.7884,241,0.0083,0,0,0,0,0,0,0,0,0.0332,Carnegie Institute,0,NA,NA,NA,NA,NA,NA,17746,11765,11765,2013
6689,NA,16046,169220,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,Michigan School of Professional Psychology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
5501,0.1487,26705,170417,0.506675155,0,NA,NA,0.7178,0,0,0.0262,0.6676,343,0.0991,0,0.0321,0,0,0,0,0.0146,0,0.0117,ITT Technical Institute-Wyoming,0,0.9432,NA,NA,NA,NA,NA,26994,18048,18048,2013
6210,0.0826,2707,170444,0.474310595,0,NA,NA,0.5597,0,0,0.0226,0.7656,5180,0.0467,0.0015,0.0687,0,0,0,0,0.0066,0,0.0054,Jackson College,2.00E-04,NA,NA,NA,NA,NA,NA,11636,3504,6024,2013
4903,0.0689,13682,169327,0.506666667,0,NA,NA,0.4984,0,0,0,0.8044,450,0.0178,0.0044,0.0889,0,0,0,0,0,0,0.0111,Cleary University,0.0044,0.7263,976,NA,NA,NA,NA,17823,18720,18720,2013
14477,0.0427,17262,170532,0.165929204,0,NA,NA,0.1856,0,0,0.0441,0.6251,1427,0.0848,0.0694,0.0715,0,0,0,0,0.0021,0,0.0589,Kalamazoo College,0.0014,0.6689,1240,NA,NA,NA,NA,48547,39450,39450,2013
4636,0.1543,2408,170541,0.450029337,0,NA,NA,0.4655,0,0,0.023,0.7221,9139,0.0406,0.0069,0.0309,0,0,0,0,0.0083,0,0.0138,Kalamazoo Valley Community College,2.00E-04,NA,NA,NA,NA,NA,NA,10156,2758,6354,2013
11640,0.2232,14877,168740,0.160202361,0,NA,NA,0.3155,0,0,0.03,0.2856,1765,0.1337,0.1796,0.0164,0,0,0,0,0.0028,0,0.1258,Andrews University,0.0028,0.3751,1070,NA,NA,NA,NA,33653,25470,25470,2013
6032,0.032,11154,168786,0.245901639,0,NA,NA,0.3356,0,0,0.0157,0.8486,1843,0.0521,0.0071,0.0315,0,0,0,0,0.0049,0,0.0081,Aquinas College,0,0.7135,1090,NA,NA,NA,NA,34593,26460,26460,2013
8224,0.2268,6274,170091,0.341666667,0,NA,NA,0.7596,0,0,0.0258,0.6495,194,0.0206,0.0258,0.0412,0,0,0,0,0.0052,0,0.0052,Great Lakes Christian College,0,NA,NA,NA,NA,NA,NA,25506,14500,14500,2013
4690,0.251,1276,170240,0.540579549,0,NA,NA,0.5527,0,0,0.0161,0.4839,12421,0.0235,0.0139,0.187,0,0,0,0,0.005,0,0.0183,Henry Ford Community College,0.0013,NA,NA,NA,NA,NA,NA,9498,2518,4078,2013
7306,0.004,3655,168883,0.462289264,0,NA,NA,0.507,0,0,0.0168,0.8004,2024,0.0119,0,0.1329,0,0,0,0,0.0272,0,0.0059,Bay de Noc Community College,0.001,NA,NA,NA,NA,NA,NA,12614,4243,11218,2013
2154,0.0244,3612,168892,0.554545455,0,7850,7166,0.8852,0,0,0,0.8537,41,0.122,0,0,0,0,0,0,0,0,0,Bayshire Academy of Beauty Craft Inc,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
8249,0.0744,9329,169248,0.331486356,0,NA,NA,0.349,0,0,0.0188,0.7971,20070,0.0299,0.0135,0.0497,0,0,0,0,0.0069,0,0.0093,Central Michigan University,5.00E-04,0.6304,1029,NA,NA,NA,NA,21523,11220,23670,2013
5360,0.1982,2622,169275,0.466000951,0,NA,NA,0.5306,0,0,0.0258,0.6355,8349,0.0372,0.0146,0.0726,0,0,0,0,0.0101,0,0.0052,Mott Community College,8.00E-04,NA,NA,NA,NA,NA,NA,12138,3209,6228,2013
7397,0.2082,8049,169284,0.513368984,0,15180,16261,0.7072,0,0,0.0438,0.663,365,0.0658,0,0.0027,0,0,0,0,0.0027,0,0.0137,Empire Beauty School-Michigan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
1873,0.0595,716,170514,0,0,11300,6773,0.3696,0,0,0,0.9048,84,0.0119,0,0,0,0,0,0,0,0,0.0238,Wright Beauty Academy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
7009,0.1059,13164,169363,0,0,NA,NA,0.4269,0,0,0.0624,0.7599,529,0.0227,0.0019,0.0302,0,0,0,0,0.0095,0,0.0076,Concordia University-Ann Arbor,0,0.5374,1010,NA,NA,NA,NA,33441,23563,23563,2013
41327,NA,28484,169424,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,Cranbrook Academy of Art,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
9213,0.0217,13817,168591,0.233425414,0,NA,NA,0.306,0,0,0.0245,0.8657,1385,0.0303,0.0036,0.0289,0,0,0,0,0.0087,0,0.0166,Alma College,0,0.6791,1100,NA,NA,NA,NA,43157,32660,32660,2013
7728,0.054,9810,170082,0.312260994,0,NA,NA,0.3632,0,0,0.0261,0.8351,21137,0.0431,0.0127,0.0051,0,0,0,0,0.0042,0,0.0193,Grand Valley State University,4.00E-04,0.826,1090,NA,NA,NA,NA,21512,10716,15388,2013
6451,0.1895,2918,172617,0.413216863,0,NA,NA,0.3743,0,0,0.0441,0.6314,10172,0.0472,0.0172,0.0388,0,0,0,0,0.0047,0,0.025,Washtenaw Community College,0.002,NA,NA,NA,NA,NA,NA,10498,2352,4800,2013
5014,0.7368,1968,172635,0.549306931,0,NA,NA,0.6541,0,0,0.0219,0.1216,13713,0.0211,0.0019,0.08,1,0,0,0,0.005,0,0.0105,Wayne County Community College District,0.0012,NA,NA,NA,NA,NA,NA,10234,2716,3700,2013
13070,NA,5704,172705,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,Western Theological Seminary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
1705,0.1026,2732,170611,0.461139896,0,13175,10895,0.6392,0,0,0.0085,0.7778,117,0.0855,0,0,0,0,0,0,0,0,0.0256,Michigan College of Beauty-Monroe,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
5899,0.199,3016,170620,0.53069719,0,NA,NA,0.4591,0,0,0.0234,0.6252,3252,0.0747,0,0.0541,0,0,0,0,0.0074,0,0.0138,Lake Michigan College,0.0025,NA,NA,NA,NA,NA,NA,11762,3930,6705,2013
7640,0.0122,6843,170639,0.37709773,0,NA,NA,0.4152,0,0,0,0.793,2299,0.0213,0.0661,0.0183,0,0,0,0,0.0839,0,0.0052,Lake Superior State University,0,0.9183,1050,NA,NA,NA,NA,19571,9960,14880,2013
1466,0.3333,7348,169503,0.464,0,13150,15880,0.4364,0,0,0.0489,0.5333,225,0.0356,0,0.04,0,0,0,0,0,0,0.0044,David Pressley School of Cosmetology,0.0044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
10272,0.0557,19336,170675,0.275362319,0,NA,NA,0.1847,0,0,0,0.457,3033,0.0201,0.0488,0.185,0,0,0,0,0.0033,0,0.2298,Lawrence Technological University,3.00E-04,0.4365,1145,NA,NA,NA,NA,39890,28948,28948,2013
3916,0.0231,8048,168838,0.514855811,0,NA,NA,0.6624,0,0,0.0271,0.9241,2726,0.0169,0,4.00E-04,0,0,0,0,0.004,0,0.004,Baker College of Owosso,4.00E-04,NA,NA,NA,NA,NA,NA,18035,8100,8100,2013
4204,0.2022,8639,168847,0.514855811,0,NA,NA,0.7172,0,0,0.0278,0.737,4886,0.0186,0.0039,8.00E-04,0,0,0,0,0.0037,0,0.0049,Baker College of Flint,0.001,NA,NA,NA,NA,NA,NA,18241,8100,8100,2013
9281,0.0225,16577,170301,0.178378378,0,NA,NA,0.204,0,0,0.0194,0.8535,3296,0.0671,0.0203,0,0,0,0,0,9.00E-04,0,0.0164,Hope College,0,0.7253,1204,NA,NA,NA,NA,38593,28720,28720,2013
13845,0.0254,15962,169080,0.12761194,0,NA,NA,0.2326,0,0,0.0257,0.7504,3895,0.0347,0.0986,0.0193,0,0,0,0,0.0033,0,0.0426,Calvin College,0,0.6975,1183,NA,NA,NA,NA,39013,28250,28250,2013
7282,0.1302,11624,170806,0.419483101,0,NA,NA,0.3568,0,0,0.0185,0.6205,3080,0.036,0.1682,0.013,0,0,0,0,0.0026,0,0.0107,Madonna University,3.00E-04,0.6125,1034,NA,NA,NA,NA,22629,16340,16340,2013
16304,NA,24120,169628,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,Michigan State University-College of Law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
5507,0.1583,11665,170967,0.416943522,0,NA,NA,0.3883,0,0,0.0208,0.5177,960,0.024,0.026,0.2281,0,0,0,0,0.0042,0,0.0208,Rochester College,0,0.6567,990,NA,NA,NA,NA,26399,19920,19920,2013
14080,0.1007,23050,169716,0.376395534,0,NA,NA,0.2873,0,0,0.024,0.5291,2871,0.0286,0.0582,0.2233,0,0,0,0,0.0024,0,0.032,University of Detroit Mercy,0.0017,0.6147,1142,NA,NA,NA,NA,48027,35920,35920,2013
866,0.8957,4715,171012,0.581395349,0,9600,11931,0.4826,0,0,0.0061,0.0245,163,0.0736,0,0,0,0,0,0,0,0,0,Michigan Barber School Inc,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
7319,0.191,8846,170000,0.38996139,0,NA,NA,0.634,0,0,0.0347,0.7066,576,0.0451,0,0.0069,0,0,0,0,0.0139,0,0.0017,Grace Bible College,0,0.7486,NA,NA,NA,NA,NA,20912,12235,12235,2013
6292,0.11,11308,170037,0.352219075,0,NA,NA,0.4352,0,0,0.0067,0.8057,2100,0.0457,0.0152,0,0,0,0,0,0.0043,0,0.0114,Cornerstone University,0.001,0.6807,1084,NA,NA,NA,NA,33912,24168,24168,2013
5454,0.217,9532,170046,0.55750879,0,18556,29589,0.749,0,0,0.0486,0.559,576,0.1094,0,0.0503,0,0,0,0,0.0035,0,0.0122,Everest Institute-Grand Rapids,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
5801,0.117,3602,170055,0.450934054,0,NA,NA,0.4322,0,0,0.0066,0.6896,15635,0.0839,0.001,0.0602,0,0,0,0,0.0075,0,0.0339,Grand Rapids Community College,3.00E-04,NA,NA,NA,NA,NA,NA,8382,2898,8310,2013
7064,0.0134,2743,168607,0.449044586,0,NA,NA,0.5222,0,0,0,0.9542,1418,0.0078,7.00E-04,0.0035,0,0,0,0,0.0113,0,0.0078,Alpena Community College,0.0014,NA,NA,NA,NA,NA,NA,7229,3870,5790,2013
2215,0.6305,11332,168573,0.679180887,0,15856,29725,0.9874,0,0,0,0.3005,406,0.0025,0,0.0591,0,0,0,0,0,0,0.0074,Northwestern Technological Institute,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
13146,0.2136,9162,172644,0.395400083,0,NA,NA,0.4804,0,0,0.0262,0.5317,17789,0.0417,0.025,0.0783,0,0,0,0,0.004,0,0.0783,Wayne State University,0.0013,0.7624,1050,NA,NA,NA,NA,20199,11094,23714,2013
6032,0.0086,1647,172671,0.498489426,0,NA,NA,0.5061,0,0,0.0266,0.8483,1167,0.0703,9.00E-04,0.0214,0,0,0,0,0.0206,0,0.0034,West Shore Community College,0,NA,NA,NA,NA,NA,NA,7734,2322,5178,2013
9354,0.1122,10693,172699,0.31833825,0,NA,NA,0.3969,0,0,0.031,0.7483,18755,0.0477,0.0293,0.0119,0,0,0,0,0.0042,0,0.014,Western Michigan University,0.0014,0.8285,1030,NA,NA,NA,NA,22483,10355,24109,2013
1472,0.3111,3973,172802,0.517857143,0,9400,12240,0.9559,0,0,0.0667,0.6222,45,0,0,0,0,0,0,0,0,0,0,Wright Beauty Academy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
5486,0,2618,247773,0,0,NA,NA,0.5758,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,Yeshiva Gedolah of Greater Detroit,0,1,NA,NA,NA,NA,NA,13800,6200,6200,2013
3706,0.5079,10944,247153,0.582324455,0,NA,NA,0.7595,0,0,0.0471,0.4084,191,0.0209,0,0.0105,0,0,0,0,0.0052,0,0,Dorsey Business Schools-Wayne,0,NA,NA,NA,NA,NA,NA,29688,14688,14688,2013
1122,0.1298,5029,247409,0.523950617,0,15680,21789,0.5711,0,0,0.0385,0.7404,208,0.0817,0,0,0,0,0,0,0.0048,0,0.0048,Ross Medical Education Center-Saginaw,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
4781,0.1601,8766,373890,0.55750879,0,18556,30766,0.7198,0,0,0.0365,0.6489,356,0.0646,0,0.0702,0,0,0,0,0.014,0,0.0056,Everest Institute-Kalamazoo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
3477,0.6854,10268,250744,0.582324455,0,NA,NA,0.8154,0,0,0.0544,0.233,515,0.0097,0,0.0039,0,0,0,0,0.0058,0,0.0078,Dorsey Business Schools-Roseville,0,NA,NA,NA,NA,NA,NA,28616,19728,19728,2013
1566,0.375,4916,367158,0.561588331,0,15680,24017,0.5517,0,0,0.0375,0.475,80,0.1125,0,0,0,0,0,0,0,0,0,Ross Medical Education Center-Taylor,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
44670,0.0079,155643,261676,0.551145892,0,15680,21590,0.4683,0,0,0,0.9449,127,0.0236,0,0.0157,0,0,0,0,0,0,0.0079,Ross Medical Education Center-Brighton,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
3748,0.3012,25371,261472,0.506675155,0,NA,NA,0.7013,0,0,0.0138,0.5852,581,0.0275,0,0.0379,0,0,0,0,0.0086,0,0.0258,ITT Technical Institute-Troy,0,0.8711,NA,NA,NA,NA,NA,27328,18048,18048,2013
1422,0.2813,5179,261685,0.551145892,0,15680,21206,0.4578,0,0,0.0781,0.5781,128,0.0469,0,0,0,0,0,0,0,0,0.0156,Ross Medical Education Center-Ann Arbor,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
933,0.4167,1628,261719,0.573333333,0,16969,16085,0.5669,0,0,0.0147,0.3186,204,0.0441,0,0.2059,0,0,0,0,0,0,0,Taylortown School of Beauty Inc,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
1665,0.0806,4486,363013,0.523950617,0,15680,22340,0.5833,0,0,0.0161,0.871,62,0,0,0.0161,0,0,0,0,0.0161,0,0,Ross Medical Education Center-Port Huron,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
2615,0.1105,10344,261436,0.444359756,0,20600,21789,0.4867,0,0,0.0512,0.7605,977,0.0522,0,0.0102,0,0,0,0,0.002,0,0.0102,Douglas J Aveda Institute,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
